comment,aspect,sentiments,clean_comment
Đi ăn cơm rang nhưng mà ghét nhất cơm khô với cứng luôn :(( Nhưng cơm ở đây thì mềm không nhão nữa.Dưa bò cũng khá nhiều và vừa miệng. Nói chung là nooo :)),"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",đi ăn cơm rang nhưng mà ghét nhất cơm khô với cứng luôn nhưng cơm ở đây thì mềm không nhão nữa dưa bò cũng khá nhiều và vừa miệng nói chung là ngon
"Đi ăn nhiều lần, thì vẫn mê nhất sốt Thái. Cay vừa, không quá nồng, vị đậm đà. Nếu sợ ngấy có thể gọi haft-haft sẽ đc hai loại sốt cùng 1 con gà thì giá là 169k. Trung bình thì 4 đứa ăn một con, gọi thêm vài món linh tinh như xôi này nọ là ăn vừa no. Mức giá trung bình 150k/ 2 người.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",đi ăn nhiều lần thì vẫn mê nhất sốt thái cay vừa không quá nồng vị đậm đà nếu sợ ngấy có thể gọi sẽ được hai loại sốt cùng 1 con gà thì giá là 169k trung bình thì 4 đứa ăn một con gọi thêm vài món linh tinh như xôi này nọ là ăn vừa no mức giá trung bình 150k 2 người
"Đi ăn Ốc nhưng mà mê mệt nhất món này. Bạch tuộc nướng giòn giòn và vị sa tế tê cay nơi đầu lưỡi.Nhắc đến quán Ốc ngon người ta cứ nói ốc Thảo, ốc Đào .. mà chẳng hiểu lẽ gì với mình ốc là phải vào sang quận 4 hoặc những quán nhậu bờ kè, ngõ hẻm heo hút mới là ngon. Ốc Oanh quận 4, ốc mắm sữa Bình Thạnh, ốc hẻm Lê Văn Sỹ vẫn là những địa chỉ tin cậy, quen thuộc thay vì những quán xá quận 1 tiện đi lại dễ tìm.Ai ghé quán ốc Sài Gòn nhớ gọi cho đủ món đủ: ốc len xào dừa, ốc mỡ xào me, ốc giác xào rau muống, ốc nhung nước mắm, bạch tuộc nướng, chân ghẹ rang muối, ốc vặn nướng mỡ hành... :x Ăn xong để mỗi lần trời mưa đỡ phải lại ngồi dưới hiên nhà ước ao có quán ốc đầu hẻm đi cho vợi nhớ thương <3!","['FOOD#QUALITY', 'LOCATION#GENERAL', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'neutral', 'positive', 'positive']",đi ăn ốc nhưng mà mê mệt nhất món này bạch tuộc nướng giòn giòn và vị sa tế tê cay nơi đầu lưỡi nhắc đến quán ốc ngon người ta cứ nói ốc thảo ốc đào mà chẳng hiểu lẽ gì với mình ốc là phải vào sang quận 4 hoặc những quán nhậu bờ kè ngõ hẻm heo hút mới là ngon ốc oanh quận 4 ốc mắm sữa bình thạnh ốc hẻm lê văn sỹ vẫn là những địa chỉ tin cậy quen thuộc thay vì những quán xá quận 1 tiện đi lại dễ tìm ai ghé quán ốc xài gòn nhớ gọi cho đủ món đủ ốc len xào dừa ốc mỡ xào me ốc giác xào rau muống ốc nhung nước mắm bạch tuộc nướng chân ghẹ rang muối ốc vặn nướng mỡ hành ăn xong để mỗi lần trời mưa đỡ phải lại ngồi dưới hiên nhà ước ao có quán ốc đầu hẻm đi cho vợi nhớ thương 3
"Đi ăn thử xe đẩy súp cua bánh mì lề đường đang nổi. Chỉ bán lúc 2h trưa trở đi. Điểm đặc biệt là có vụn bánh mì giòn ăn kèm theo súp. Súp ăn ổn, nêm nếm vị đậm đà. Bạn mình chê súp hơi lỏng nhưng mình thấy vậy là vừa rồi. Chỉ là k thích việc óc heo bị dầm nhỏ từng miếng, từng miếng thôi. Ăn k sướng miệng tí nào 😢Hơi ít cua. Bên dưới đáy ly có 1/4 trứng bắc thảo mà thấy vị trứng bắc thảo k béo, bùi gì cả. Ý là cả 2 ly đều gọi thập cẩm mà ly bạn mình thì có 2 cái trứng cút. Còn ly mình thì 1 trứng cút ""nguyên vẹn"", 4 lòng đỏ, nửa lòng trắng.... =)). Chưa bh ăn chổ súp cua mà trứng cút tùm lum tùm la, bấy bá như vậy :))). Giá 20k cho 1 ly súp thập cẩm như mình, còn k thập cẩm thì 13k - 17k hay sao ấy. Nói chung, giá này rất bình thường cho 1 quán lề đường =)). Giữ xe đằng sau vs 1 anh bảo vệ rất ư là dễ thương, hổng giúp khách dẫn xe, k có vé giữ xe thì thôi. Chứ tới độ k biết khách để xe lúc nào, khách dẫn xe ra lúc nào thì thật sự cạn lời luôn =)). Anh cứ tiếp tục ""sự nghiệp"" nằm trên yên xe của a và ""quay lưng"" lại vs chổ để xe của khách, mắt hướng mơ màng giữa trời mây đi =))). Nên thôi bạn nào có ăn ở đây thì hãy tự bảo vệ tài sản cá nhân nha, đừng ""trông đợi"" vô ảnh😂😂 #mdrfood #mdrsaigon","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL']","['positive', 'neutral', 'neutral', 'negative']",đi ăn thử xe đẩy súp cua bánh mì lề đường đang nổi chỉ bán lúc 2h trưa trở đi điểm đặc biệt là có vụn bánh mì giòn ăn kèm theo súp súp ăn ổn nêm nếm vị đậm đà bạn mình chê súp hơi lỏng nhưng mình thấy vậy là vừa rồi chỉ là không thích việc óc heo bị dầm nhỏ từng miếng từng miếng thôi ăn không sướng miệng tí nào hơi ít cua bên dưới đáy ly có 14 trứng bắc thảo mà thấy vị trứng bắc thảo không béo bùi gì cả ý là cả 2 ly đều gọi thập cẩm mà ly bạn mình thì có 2 cái trứng cút còn ly mình thì 1 trứng cút nguyên vẹn 4 lòng đỏ nửa lòng trắng chưa hề ăn chổ súp cua mà trứng cút tùm lum tùm la bấy bá như vậy giá 20k cho 1 ly súp thập cẩm như mình còn không thập cẩm thì 13k 17k hay sao ấy nói chung giá này rất bình thường cho 1 quán lề đường giữ xe đằng sau với 1 anh bảo vệ rất ư là dễ thương hổng giúp khách dẫn xe thì thôi chứ tới độ không biết khách để xe lúc nào khách dẫn xe ra lúc nào thì thật sự cạn lời luôn anh cứ tiếp tục sự nghiệp nằm trên yên xe của anh và quay lưng lại với chổ để xe của khách mắt hướng mơ màng giữa trời mây đi nên thôi bạn nào có ăn ở đây thì hãy tự bảo vệ tài sản cá nhân nha đừng trông đợi vô ảnh
"Đi buổi sáng bán khá ổn, đi buổi tối đông đó là rau ít như này đây. Tại gần nhà nên hay ghé ăn, chất lượng cũng tạm được.","['FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL', 'FOOD#QUALITY']","['neutral', 'positive', 'neutral']",đi buổi sáng bán khá ổn đi buổi tối đông đó là rau ít như này đây tại gần nhà nên hay ghé ăn chất lượng cũng tạm được
"Đi chơi khuya về mình hay ghé chợ Tân Định trên đuong Hai Bà Trưng rinh về e này, xôi nóng hổi thơm mùi nước sốt rôti gà, đùi gà bự chà bá luôn. Còn có xôi gà xé, xôi lòng gà cũng ngon lắm","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",đi chơi khuya về mình hay ghé chợ tân định trên đường hai bà trưng rinh về em này xôi nóng hổi thơm mùi nước sốt rôti gà đùi gà bự chà bá luôn còn có xôi gà xé xôi lòng gà cũng ngon lắm
"Đi chơi về muộn cả 2 thèm ăn vằn thắn,miến trộn.Nghĩ ngay đến phố Đinh Lễ - nơi mình từng ăn sau khi đi chợ đêm.Quán ngay đầu phố,dễ thấy,chỗ gửi xe không to lắm nhưng nhân viên nhiệt tình dắt xe hộ cho khách khỏi lăn tăn.Miến trộn ở đây ngon,tương ớt cay xè chảy nước mũi.Nhưng mà bọn mình thích :)).Mì vằn thắn tưởng không no mà no kinh không tưởng 😖.Thích nhất là nước dùng cùng sủi cảo đi kèm,rất vừa miệng.Sẽ còn ghé nếu có dịp chơi qua và lên cơn thèm =))","['LOCATION#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",đi chơi về muộn cả 2 thèm ăn vằn thắn miến trộn nghĩ ngay đến phố đinh lễ nơi mình từng ăn sau khi đi chợ đêm quán ngay đầu phố dễ thấy chỗ gửi xe không to lắm nhưng nhân viên nhiệt tình dắt xe hộ cho khách khỏi lăn tăn miến trộn ở đây ngon tương ớt cay xè chảy nước mũi nhưng mà bọn mình thích mì vằn thắn tưởng không no mà no kinh không tưởng thích nhất là nước dùng cùng sủi cảo đi kèm rất vừa miệng sẽ còn ghé nếu có dịp chơi qua và lên cơn thèm
"Đi có 2 đứa, gọi 1 phần này là ăn đã muốn chết luôn.Nầm ở đây ko dày lắm, nhưng dai, sật sật, ăn cũng đỡ mỏi miệng hơn. Phần rau ăn kèm cũng nhiều nên quá được. Thêm bơ nữa là thơm phức.2 người hết tầm 200k thôi. Đi đông sẽ gọi thêm lẩu nữa. @Đinh Diệu Hương","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive']",đi có 2 đứa gọi 1 phần này là ăn đã muốn chết luôn nầm ở đây không dày lắm nhưng dai sật sật ăn cũng đỡ mỏi miệng hơn phần rau ăn kèm cũng nhiều nên quá được thêm bơ nữa là thơm phức 2 người hết tầm 200k thôi đi đông sẽ gọi thêm lẩu nữa đinh diệu hương
"Đi đông người gọi quá chừng món mà tính ra có gần 500k, mỗi người chưa đến 100k nữa. Trong hình là mình gọi miến cua tay cầm, hàu nướng phô mai, cơm chiên hải sản với cua sốt ớt Singapore đó. Cua ở đây ăn bao ngon, chắc thịt cực kì.","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive', 'positive']",đi đông người gọi quá chừng món mà tính ra có gần 500k mỗi người chưa đến 100k nữa trong hình là mình gọi miến cua tay cầm hàu nướng phô mai cơm chiên hải sản với cua sốt ớt singapore đó cua ở đây ăn bao ngon chắc thịt cực kì
"Dì Hồng w Bà Bắc đối diện nhau..Cảm giác BB lun đông khách hơn,:)) chắc do menu phong phú hơn :)) w cả sốt chấm btcuốn bên BB đậm đà hơn thật..menu hai bên na ná nhau nhưng mình lại đặc biệt khoái btchiên bên DH, siêu ngon lun..khác hẳn bên kia. Bt chiên lắc phomai, thêm pate thịt bằm hành phi ăn mãi ko ngán thơm phức phê j đâu :)) ngày nào cung thèm cũng lăn sang làm 1 quả 20k ấy :)) btcuon thì 1.5k/c","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",dì hồng bà bắc đối diện nhau cảm giác b b lun đông khách hơn chắc do menu phong phú hơn đủ cả sốt chấm b t cuốn bên b đậm đà hơn thật menu hai bên na ná nhau nhưng mình lại đặc biệt khoái b t chiên bên b siêu ngon lun khác hẳn bên kia bình thường chiên lắc phomai thêm pate thịt bằm hành phi ăn mãi không ngán thơm phức phê gì đâu ngày nào cũng thèm cũng lăn sang làm 1 quả 20k ấy b t cuốn thì 1 5k
"Đi khai phá quán mì cay mới mở ngay gần công ty, mì cay ở đây có 13 cấp độ, từ không cay tí gì cho tới mức độ giáo chủ ăn cay =)))))) Mình chọn cấp độ 6, cũng khá cay, chưa đến mức nước mắt nước mũi mồ hôi tùm lum. Nước dùng vừa miệng, xúc xích, thịt bò, kim chi nhiều, thích nhất là có thêm bắp để cạp :))))) Đang trong tuần khai trương nên được tặng thêm nước ngọt và bánh cupcake ^^","['LOCATION#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive']",đi khai phá quán mì cay mới mở ngay gần công ty mì cay ở đây có 13 cấp độ từ không cay tí gì cho tới mức độ giáo chủ ăn cay mình chọn cấp độ 6 cũng khá cay chưa đến mức nước mắt nước mũi mồ hôi tùm lum nước dùng vừa miệng xúc xích thịt bò kim chi nhiều thích nhất là có thêm bắp để cạp đang trong tuần khai trương nên được tặng thêm nước ngọt và bánh cupcake
Đi làm về mình ghé vào đây ăn luôn. Không gian sạch sẽ thoáng mát. Phục vụ khá chuyên nghiệp tận tình thân thiện với khách hàng là 1 trong những điểm cộng lớn nhất ở đây. Đồ ăn khi order xong được phục vụ khá nhanh không để khách phải chờ lâu nên mình rất thích. Đồ ăn ngon béo sốt mặn vừa phải nên ăn rất vừa miệng. Đồ ăn chất lượng nhưng giá hơi chát một tý,"['AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'negative']",đi làm về mình ghé vào đây ăn luôn không gian sạch sẽ thoáng mát phục vụ khá chuyên nghiệp tận tình thân thiện với khách hàg là 1 trong những điểm cộng lớn nhất ở đây đồ ăn khi đặt hàg xong được phục vụ khá nhanh không để khách phải chờ lâu nên mình rất thích đồ ăn ngon béo sốt mặn vừa phải nên ăn rất vừa miệng đồ ăn chất lượng nhưng giá hơi chát một tý
"đi ngang nghe mùi thơm lắm nhưng ăn thấy hơi nhạt nhẽo. đồ ăn nhiều sạch sẽ. giá mắc tô trên hình là 70k. thấy có nhiều món nữa bánh canh cua, bún mắm, bún mọc, bún thái ..","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['neutral', 'positive', 'negative']",đi ngang nghe mùi thơm lắm nhưng ăn thấy hơi nhạt nhẽo đồ ăn nhiều sạch sẽ giá mắc tô trên hình là 70k thấy có nhiều món nữa bánh canh cua bún mắm tôm mọc bún thái
Địa chỉ quán nè ❤️ quán rộng thoải mái tự chọn món tự gắp tự nướng 😍 giá cả ok ( rẻ hơn nhìu quán mình từng đi ) thích hợp đi với người yêu hoặc nhóm bạn la cà ✌🏻️,"['LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['neutral', 'positive', 'positive', 'positive', 'positive']",địa chỉ quán nè quán rộng thoải mái tự chọn món tự gắp tự nướng giá cả ok rẻ hơn nhiều quán mình từng đi thích hợp đi với người yêu hoặc nhóm bạn la cà
"Địa chỉ: 5 Lý Văn Phúc, Cát Linh, Đống Đa, Hà NộiCửa hàng Gà-Vịt chuyên các món về vịt như: Bún, cháo, miến vịt; vịt luộc, vịt nướng, vịt xào; giả cầy vịt...Khách đến đông có thể gọi đặt trước bàn qua số điện thoại: 01662212384Các món vịt nướng, giả cầy, vịt om sấu,... khách đặt hàng trước khi qua để cửa hàng chuẩn bị.Thích hợp cho dân công sở, dân nhậu,...Giá cả phải chăng, chị chủ quán nhiệt tình, không gian lại sạch sẽ :')","['LOCATION#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['neutral', 'positive', 'positive', 'positive', 'positive']",địa chỉ 5 lý văn phúc cát linh đống đa hà nội cửa hàg gà vịt chuyên các món về vịt như bún cháo miến vịt vịt luộc vịt nướng vịt xào giả cầy vịt khách đến đông có thể gọi đặt trước bàn qua số điện thoại 01662212384 các món vịt nướng giả cầy vịt om sấu khách đặt hàg trước khi qua để cửa hàg chuẩn bị thích hợp cho dân công sở dân nhậu giá cả phải chăng chị chủ quán nhiệt tình không gian lại sạch sẽ
