clean_comment,aspect,sentiments,VNESE_text_output
cọng mì trụng vừa chín tới không bị bở phô mai nhiều ăn đã,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
công nhận đây là chỗ ăn sáng bán vừa ngon vừa rẻ hủ tíu nay lên giá rồi lên có 1k thôi là 18k mà con tôm cũng to hơn xíu hỏi chú sao bán rẻ vậy thì chú nói bán trong xóm lao động với toàn hàg xóm ăn ủng hộ thì bán mắc làm gì đặc biệt là chú nấu nước lèo hủ tíu có xí quách heo gà mà đi sớm mới còn ăn phở thì có xí quách sưn bò bao ngon,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và giá tiền món ăn tốt và lựa chọn đồ ăn tốt
công nhận là cũng ngon đi lại còn rẻ nữa suất 17k có 27k 37k 57k cũng có salad 5k mặc dù chỉ có mỗi thế kia nhưng vị cũng được giá học sinh tốt 2 người hết 80k hoặc hơn tí nếu gọi suất đặt biệt,"['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tốt
công nhận quán nhậu nên gia vị tới bến luôn với công nhận nước chanh dây mật ong gì đó ở đây dở tê tái,"['FOOD#STYLE&OPTIONS', 'DRINKS#QUALITY']","['positive', 'negative']",lựa chọn đồ ăn tốt và chất lượng đồ uống tệ
cọng phở được quán từ làm bằng các loại rau củ như gấc rau bó xôi củ dền bí rất tốt cho sức ngoài phở nước truyền thống thì phở cuốn và phở trộn rất ngon phở cuốn đi kèm với nước chấm giống gỏi cuốn nhân gồm nem nướng tôm gà và rau ăn không bị ngán phở trộn có loại nước sốt rất đặc biệt ăn vừa miệng thơm đồ ăn cả đống mình ăn phở trộn tôm mực phở có 1 nhúm còn đồ ăn ngập tô nhân viên rất nhiệt tình quán hôm nay đông người nước ngoài hơi bị nhiều sẽ quay lại khi túi đầy tiền lại,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và phục vụ tốt và nhà hàng nói chung tốt
cọng phở trụng vừa tới sốt trộn hơi lạt phải thêm nước tương mới vừa miệng gà dai ngon chắc là gà ta cũng cho khá nhiều đồ ăn dọn xong là nhân viên để đồng hồ bấm giờ 6 ngay trên bàn nhưng mình đợi chỉ khoảng 4 là đã ra món rồi rất thích tác phong nhanh nhẹn của quán,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL']","['neutral', 'positive', 'positive']",chất lượng đồ ăn tạm và lựa chọn đồ ăn tốt và phục vụ tốt
công ty mình ở gần nhà hàg này mình cũng muốn tìm một điểm ăn trưa nào vừa ngon mà phải giúp giảm cân chứ đi làm ít có thời gian vận động nên ăn uống phải khoa học xí mình tới trực tiếp quán mua mang đi phần này 42k gồm 1 miếng trứng khá to chiên với hải sản đi kèm 2 lát bánh mì lúa mạch và dưa leo cà chua ấn tượng của mình là thức ăn ở đây rất vừa ăn ngon mà không hề dầu mỡ chút xíu nào hết nghe bé phục vụ tư vấn là nhà hàg bán món ăn theo phương pháp eat clean tức là chọn thực phẩm sạch thô và tự nhiên dùng thịt nạc tinh bột dạng phức gạo lứt lúa mạch và chất béo tốt lúc nấu không thêm dầu mỡ ngoài ra mỗi khẩu phần cũng được đong đũa kĩ lưỡng để tránh tích tụ mỡ thừa mình nghe cũng lạ tại trước giờ chỉ nghe tới low carb mà low carb thì không được ăn tinh bột nên mình không theo được thế nên eat clean này là quá phù hợp với mình giá cả cũng vừa túi tiền mà lại gần công ty mình làm nữa sẽ ghé lại ăn mỗi bữa trưa,"['LOCATION#GENERAL', 'FOOD#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",địa chỉ tốt và giá tiền món ăn tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và nhà hàng nói chung tốt
cre aube deơm gà xối mỡ siêu ngon cơm chiên vừa ăn hạt cơm tơi tới quá trời gà miếng gà chiên không bị quá nhiều dầu da giòn rụm thịt thì mềm mềm giá 42k ban đầu thấy mắc nhưng ăn xong chất lượng không phải dạng vừa đâu nên lại cảm thấy nó rẻ anh nhân viên đẹp trai thân thiện có điều hơi lãng tai xíu chuẩn,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tốt và phục vụ tốt và nhà hàng nói chung tốt
cre du nhập dưới bàn tay của kiến trúc sư giỏi một người bạn cùng lớp đại học thì không gian bỗng trở nên rất thú vị quán bán các món ăn việt nam bố trí 5 khối nhà ngoằn ngoèo như các con hẻm xài gòn,"['AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",không gian tốt và lựa chọn đồ ăn tốt
cứ nhiều màu sắc với sườn to thế này là ưng dòi,"['FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive']",lựa chọn đồ ăn tốt và nhà hàng nói chung tốt
cứ phải nói là tuyệt cú mèo với món chim câu rang muối này,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
cua bán theo con và báo ký trước khi chế biến giá theo thời giá nói chung là không rẻ cua ăn bình thường không quá tươi không chắc thịt nhưng cũng không bị bở hay khai vậy cũng mừng cà ri béo đậm đà và hơi cay chấm kèm với bánh mì ăn khá ngon tuy nhiên ăn món này dơ tay lắm đó tốt,"['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY']","['positive', 'negative', 'neutral']",lựa chọn đồ ăn tốt và giá tiền món ăn tệ và chất lượng đồ ăn tạm
cửa hàg mới khai trương ở số 6 ngõ 100 trần đại nghĩa nên nhiều khuyến mại lắm nước lẩu ngon suất trên hình là combo nhỏ nhất mà 3 người ăn no căng mình gọi cả gimbap chiên và 1 chai rượu gạo mà hết có hơn 200k một rẻ rất đáng để thử,"['LOCATION#GENERAL', 'RESTAURANT#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['neutral', 'positive', 'positive', 'positive', 'positive']",địa chỉ tạm và giá cả nhà hàng tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và nhà hàng nói chung tốt
cua ở đây có 3 loại cua thịt 400kg cua gạch 500kg cua nhỏ 69kg còn gọi 1 phần cua gạch rang me phải nói là cua ở đây chất lượng tuyệt thịt chắc ngọt cua rất tươi gạch cua nhiều ăn cực béo đầu bếp chế biến rất ngon ăn kèm với bánh mì bao no bánh mì đặc ruột ăn rất hợp phải nói là rất đáng với số tiền quán cũng dễ tìm giữ xe miễn phí wifi không tốt lắm quán không gian mở nên không có máy lạnh nhân viên dễ chịu biết chiều ý khách,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'LOCATION#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tốt và địa chỉ tốt và vấn đề khác tạm và không gian tạm và phục vụ tốt
cua ở đây khá là cứng cáp chắc phải xài hết lực mới bóp nát vỏ ra vậy nên bạn nữ không có ai bóc giùm thì nhớ nhờ quán bóp nát ra trước nha 3 sốt thượng hải ăn kèm với bánh mì rỗng ruột của quán ghiền bá cháy d giá vừa phải tụ tập bạn bè hay gia đình là hết sẩy luôn đó,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tốt và nhà hàng nói chung tốt
cua ở đây kí 170k thời điểm quán đông sang trọng cua ngọt và chắc giá làm món dao động 20 42k tới đây nên ăn thử cà ri cua bông thiên lý xào bò miến xào cua,"['FOOD#PRICES', 'RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#PRICES', 'FOOD#STYLE&OPTIONS']","['neutral', 'positive', 'positive', 'positive', 'neutral', 'positive']",giá tiền món ăn tạm và nhà hàng nói chung tốt và không gian tốt và chất lượng đồ ăn tốt và giá cả nhà hàng tạm và lựa chọn đồ ăn tốt
cua ở đây ngon mình tự chọn cua rồi nhân viên tới cân sau đó ra bàn chọn cách chế biến mình với bạn chọn 1 cua gạch với 1 cua thịt chế biến rang me và rang hột vịt muôi để ăn bánh mì 2 người ăn tầm 500k vị khá ổn cua tươi ngon đợi hơi lâu vì quán khá đông,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'neutral', 'negative']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm và phục vụ tệ
cua thịt ngọt tươi và chắc lắm rang với me thì ngon hết chỗ nói luôn thực đơn món cua của quán cũng nhiều lắm nên có thể lựa chọn theo sở thích quán khá rộng có chỗ ngồi ở trong và bên ngoài phục vụ hơi chậm do quán khá đông nhưng nhân viên nhiệt tình lắm nên cũng không dám phàn nàn gì cua giá 180k nhưng cũng thời điểm công làm cua dao động từ 19k 42k hai bạn đi anh chung trung bình tổng thiệt hại khoảng 500k nhé credit julia nguyen,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và không gian tốt và phục vụ tốt và giá tiền món ăn tạm và giá cả nhà hàng tạm
cua tính theo không buộc dây cũng khá to nhưng mà được cái cua tươi em ấy chớp chớp mắt và ngoe nguẩy liên tục thịt cua chắc ngọt thịt con cũng to mình ăn 1 con này là cứ hự luôn vì sốt cà ri nữa khá là béo nhưng ngon lắm chấm bánh mì ăn rất đã 2 người ăn cũng hết 500k còn nhiều món lắm nha,"['FOOD#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['neutral', 'positive', 'positive']",giá tiền món ăn tạm và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
cực kết da gà chiên ở đây luôn có hôm chạy ngang mua da không rùi gì ăn chơi bị ói da chiên không ướp gì hết nên ăn không sợ bị mặn,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
cực kỳ ghiền món cơm bò mỹ nướng 60k100gr bò ở đây bò nướng vừa tới mềm và rất thơm ăn hết một đĩa cơm ở đây là chỉ muốn lăn về bạn mình thì gọi bò mỹ tenderloin nướng vỉ vì đang có km nên ăn thử phần bò này thì hơi thất vọng ăn không no lắm vì giá km nên ít bò hơn khoai tây chiên ăn kèm gắt dầu nên hơi ngán bò cũng bình thường và chắc do không quen ăn tiêu nên thấy sốt tiêu ăn chung không ngon tí nào nếu có các loại sốt khác cho khách lựa chọn thì tốt hơn,"['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","['neutral', 'neutral', 'negative']",chất lượng đồ ăn tạm và giá tiền món ăn tạm và lựa chọn đồ ăn tệ
cực ngon mình ăn ở đây chắc cũng là 5l rồi tại vì giá học sinh lại vừa ngon nữa chứ được cái quán toàn là con trai không chỉ duy nhất có chị phục vụ cực xinh quán này có instagram với facebook luôn nha mấy bạn ăn đêm xài gòn nha mà quán với khó kiếm quán thì đối diện với ốc nguyên ở đường phan xích long nha,"['FOOD#QUALITY', 'FOOD#PRICES', 'SERVICE#GENERAL', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'negative']",chất lượng đồ ăn tốt và giá tiền món ăn tốt và phục vụ tốt và địa chỉ tệ
cực thích chả cốm ở đây ngon thơm và ngọt vị thịt nhưng tiếc là miếng chả hơi nhỏ nên ăn không đã mắm tôm theo mình thì pha tạm ổn lòng luộc hơi mềm nguyên chất ăn không thích lắm mình đến vào buổi trưa nên khá đông và hơi nóng bù được cái quán có nước mơ với nước gạo rang uống vô mát cả người phục vụ nhanh nhẹn cũng tạm ổn,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'DRINKS#QUALITY', 'SERVICE#GENERAL']","['neutral', 'negative', 'negative', 'positive', 'positive']",chất lượng đồ ăn tạm và lựa chọn đồ ăn tệ và không gian tệ và chất lượng đồ uống tốt và phục vụ tốt
cũng khá ngon nhất là nem đặc biệt cách ăn khác mỹ quan bình thường ta hay ăn là tự cuốn nhân trên từng cái bánh ướt trên dĩa nên ăn xong thường số lượng dĩa chồng dĩa rất nhiều kẻo giá ok không mắc,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tốt
cũng bình thường chỉ ăn cho biết ăn không kịp còn nhiễu lã đãi dơ đồ 1 vị 55k mix 2 vị 65k,"['FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'neutral']",chất lượng đồ ăn tạm và giá tiền món ăn tạm
cũng bình thường nhưng khá đầy đặn và rẻ so với giá 25k có giao hàg tận nơi trong phố trung liệt đầu đường thái hà,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL', 'LOCATION#GENERAL']","['neutral', 'positive', 'positive', 'positive', 'neutral']",chất lượng đồ ăn tạm và lựa chọn đồ ăn tốt và giá tiền món ăn tốt và phục vụ tốt và địa chỉ tạm
cũng bình thường nhưng bánh bột lọc thì ngon,['FOOD#QUALITY'],['neutral'],chất lượng đồ ăn tạm
cũng được món hàn thường rất lạc nên món này rất ngon cọng mì hàn quốc ăn rất đã quán nằm đâu đó trên lê trọng tấn search mì cay lẩu chua trên google nha,"['FOOD#QUALITY', 'LOCATION#GENERAL']","['positive', 'neutral']",chất lượng đồ ăn tốt và địa chỉ tạm
cũng được nhưng nói chung mình vẫn không thích ăn mấy thứ ngọt ngọt này lắm,['FOOD#QUALITY'],['neutral'],chất lượng đồ ăn tạm
cũng được cũng được,['FOOD#QUALITY'],['neutral'],chất lượng đồ ăn tạm
cũng được ạ,['FOOD#QUALITY'],['neutral'],chất lượng đồ ăn tạm
cũng được âuy nồi này nhìn bé bé nhưng 2 3 người ăn khá ok điểm trừ là quán siêu đông nên chỗ ngồi không thể lau dọn thường xuyên được hơi bẩn điểm cộng là phục vụ siêu nhanh siêu năng suất,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['neutral', 'positive', 'negative', 'positive']",chất lượng đồ ăn tạm và lựa chọn đồ ăn tốt và không gian tệ và phục vụ tốt
cũng được nước lèo hơi nhạt,['FOOD#QUALITY'],['neutral'],chất lượng đồ ăn tạm
cũng được vừa miệng một phần rất là chất lượng có khoai tây chiên đi kèm,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
